Date,Close,Volume,Log_Return_1d,Log_Return_7d,Log_Return_14d,Log_Return_30d,Log_Return_60d,Log_Return_90d,Log_Return_120d,RSI_14,MACD_Hist,ATR_14_Pct,BB_Width,Volatility_30d,Close_to_SMA20,Close_to_SMA50,Close_to_SMA200,Volume_Change_1d,Bullish_FVG,Bearish_FVG,Swing_High,Swing_Low,Last_Swing_High_Price,Last_Swing_Low_Price,Bullish_BOS,Bearish_BOS
2018-06-07,795.2579956054688,297481,-0.0021529426538738766,0.05494939088026942,0.01779185269125703,-0.2375924129043783,0.41258243279520795,-0.0395189354707845,-0.13947792787360203,45.328768298619316,7.9876021094090675,0.07300027630524047,28.03593701681516,0.8682003421351335,-0.0012150490851812784,-0.13078517160953276,-0.10740718849619896,-0.2072775238831226,False,False,True,False,843.2360229492188,695.8400268554688,False,False
2018-06-08,784.7689819335938,42034,-0.01327720084238187,0.01857036728910759,0.005608397145611452,-0.2663656228261908,0.39097202359045086,-0.014202287497617932,-0.25094895013152996,43.871450662996345,7.65371845830132,0.07129647638243435,25.867493502938295,0.8642249495625164,-0.0075929052612718675,-0.14099582366991725,-0.12170520140149556,-0.8587002195098175,False,False,False,False,843.2360229492188,695.8400268554688,False,False
2018-06-09,782.6339721679688,74850,-0.002724265742226166,-0.006383627184146789,0.0352694214219727,-0.313113242515749,0.3189498895284035,-0.06288817691940717,-0.33474807735571516,43.564433769111105,7.236957576630346,0.06781481381633293,21.030955390956372,0.8433388229210601,-0.0014446595450518002,-0.14093757850959618,-0.12655177490512073,0.7807013370128943,False,False,False,True,843.2360229492188,695.177978515625,False,False
2018-06-10,685.6300048828125,123650,-0.1323269874569993,-0.16493283244663004,-0.11330313608439918,-0.3290301681631608,0.14769337014620681,-0.1673267653438604,-0.43957471673706955,32.45225018211032,0.7192884186062258,0.08370875923483555,18.86628454883009,0.8699210821713865,-0.11281305251063313,-0.24371637326682333,-0.23634345004933952,0.6519706078824314,False,False,False,False,843.2360229492188,695.177978515625,False,True
2018-06-11,694.9439697265625,157922,0.01349309247565337,-0.13342479735532256,-0.009741730210062197,-0.3000605020988369,0.051146023222544496,-0.14613115439325572,-0.351645984867571,34.18805870748935,-2.4973222190117426,0.07982648367301996,18.068632908025155,0.8738909579342444,-0.09111267796556703,-0.22956151556498258,-0.22746460050853015,0.27716942984229687,False,True,False,False,843.2360229492188,695.177978515625,False,False
2018-06-12,652.68798828125,109627,-0.06273202086815817,-0.20256206156502427,-0.14078299522591287,-0.41763350070778094,-0.0678531901244,-0.1392193354140448,-0.4984835661154036,30.374438255929803,-6.761654876225855,0.08494642627386889,22.286451073893847,0.8602099451996525,-0.14030689174989563,-0.2719815523527711,-0.27544880497021057,-0.305815529185294,False,False,False,False,843.2360229492188,695.177978515625,False,False
2018-06-13,604.2750244140625,298301,-0.07706976961466178,-0.2767900947026477,-0.20334079149868528,-0.46170939271506256,-0.17115800148557908,-0.1947520549554294,-0.5137157585236345,26.69969137744964,-11.836649088332877,0.09198066629009982,28.64270600624025,0.8858658503635998,-0.1946891977255313,-0.31925054585967744,-0.32996952648971556,1.7210541198792266,False,True,False,False,843.2360229492188,695.177978515625,False,False
2018-06-14,620.0159912109375,407584,0.025715837248621226,-0.24892131480015273,-0.1939719239198833,-0.40294696289440163,-0.21757207400303274,-0.13636163068630014,-0.5908921660565817,29.678625773406438,-13.032578578012682,0.08853884586708814,32.45187386779543,0.8947921857783584,-0.16478648205320137,-0.2971108756078977,-0.31333503880935965,0.3663514369713812,False,True,False,False,843.2360229492188,695.177978515625,False,False
2018-06-15,574.8179931640625,268565,-0.07569181291993754,-0.31133592687770845,-0.2927655595886008,-0.4477955708955261,-0.25534431692500814,-0.1422824991679992,-0.6820247122677073,26.365325795139455,-15.593771338614062,0.09534428247635933,38.33916099011277,0.9191201722433575,-0.21613190759027037,-0.3418529536238155,-0.36393179141768106,-0.3410806116039884,False,False,False,False,843.2360229492188,695.177978515625,False,False
2018-06-16,555.9559936523438,359655,-0.03336431405138006,-0.3419759751868623,-0.34835960237100916,-0.4458757446492629,-0.29924937020391684,-0.1872242260935326,-0.7215532789961848,25.105697313374534,-17.160179451207775,0.09661144238586805,44.0723414745195,0.9186092304412985,-0.23073762267864173,-0.3569647932724431,-0.3853949419652509,0.339173012119971,False,False,False,False,843.2360229492188,695.177978515625,False,False
2018-06-17,538.6430053710938,138306,-0.03163611923521434,-0.24128510696507738,-0.4062179394117075,-0.5215314465795924,-0.3647617796894793,-0.2508811773131322,-0.7716979365274172,23.973530763267675,-17.882996318910024,0.09991924707168817,49.90084582866031,0.8951787880549577,-0.24618703506398318,-0.3693159894472311,-0.4052283244484384,-0.6154481377987238,False,False,False,False,843.2360229492188,695.177978515625,False,False
2018-06-18,548.3400268554688,155346,0.017842557712411552,-0.23693564172831932,-0.3703604390836419,-0.48860098643536676,-0.44015086763270544,-0.25917472823667514,-0.6755867319651322,25.98678357864884,-16.27470059388586,0.10062765838168401,54.339371541763335,0.9035720349862612,-0.2215579506436799,-0.3499412634067642,-0.39507851982472986,0.12320506702529177,False,False,False,False,843.2360229492188,695.177978515625,False,False
