Date,Close,Volume,Log_Return_1d,Log_Return_7d,Log_Return_14d,Log_Return_30d,Log_Return_60d,Log_Return_90d,Log_Return_120d,RSI_14,MACD_Hist,ATR_14_Pct,BB_Width,Volatility_30d,Close_to_SMA20,Close_to_SMA50,Close_to_SMA200,Volume_Change_1d,Bullish_FVG,Bearish_FVG,Swing_High,Swing_Low,Last_Swing_High_Price,Last_Swing_Low_Price,Bullish_BOS,Bearish_BOS
2018-05-27,12.605799674987793,36691600,-0.012087739682926082,-0.11327939576206786,-0.03988169561303172,-0.1281354107764534,0.07967519951512377,0.24138793587706606,-0.05006696175000693,44.468764153525925,-0.13248083949093636,0.0824353298302888,24.653277081089072,1.0105962565585949,-0.057066861256876586,-0.06089403681088994,0.26954289463283937,-0.1518040426830396,False,False,False,True,16.220500946044922,12.201499938964844,False,False
2018-05-28,11.89430046081543,33398400,-0.05809766721115011,-0.21330398977165474,-0.0788940685443792,-0.24524267065379082,0.15405401523015066,0.10957032173343814,-0.12960372315546678,40.33870902875284,-0.183068234612763,0.08742976240148392,26.581466835830785,1.0008077528283705,-0.10481501931278457,-0.11360434373683792,0.1919428986247268,-0.08975351306566082,False,False,False,False,16.220500946044922,12.201499938964844,False,True
2018-05-29,12.571700096130371,48807700,0.05538893123520549,-0.1022734220393815,0.0003103107092413107,-0.18034160457424442,0.19442310023891093,0.18597611024141456,-0.015219590277455872,45.526050846080445,-0.16144085320379808,0.08196985655837617,25.387290756771375,1.0250263728356375,-0.04633776507284322,-0.06410385810434205,0.25306093296844606,0.4613783893839225,False,False,False,False,16.220500946044922,12.201499938964844,False,False
2018-05-30,12.570899963378906,43146300,-6.364757422391859e-05,-0.004389381983468982,0.025001907194177015,-0.12972074583374357,0.12842042841506787,0.17908599292031938,0.11095426750557005,45.521016234837084,-0.13859756040815369,0.079091426006037,25.409407333569074,1.0123888150003622,-0.04186491549198985,-0.06490786175585522,0.24621126205737057,-0.11599399275114375,False,False,False,False,16.220500946044922,12.201499938964844,False,False
2018-05-31,14.190199851989746,93931696,0.1211669589036202,0.0875791096180418,0.12962684585804088,0.0018268630697396752,0.24865613421943678,0.32773542249471604,0.24156056716358112,56.101500779398414,-0.012482750676691412,0.07415004507964111,26.23909443271068,1.1024594281131261,0.07664724308698921,0.052476669250507715,0.39796013349895554,1.1770510101677316,False,False,False,True,16.220500946044922,11.703100204467773,False,False
2018-06-01,14.240799903869629,80342200,0.0035595023558680533,0.09054649588601979,-0.060925281504097144,-0.011755794234904447,0.12077276365357088,0.331969966191592,0.4031533434001828,56.38654054712819,0.07166719034989445,0.0717292740186291,26.957491587290193,1.1008274961062798,0.07519647924831924,0.054214985979862795,0.394322647641171,-0.14467423222082565,True,False,False,False,16.220500946044922,11.703100204467773,False,False
2018-06-02,14.679699897766113,87983000,0.03035450261520917,0.140220840641603,0.03001048150185609,0.0018477662449513546,0.09414804402532469,0.3496626802296278,0.4192703514842167,58.88057317470076,0.14972013684351904,0.06868848305762675,28.369023012737365,1.1045102929806276,0.10184092729640463,0.08487004640094603,0.4281456469586342,0.09510319607877316,False,False,False,False,16.220500946044922,11.703100204467773,False,False
2018-06-03,14.565999984741211,82182304,-0.00777553529778489,0.1445330450267441,0.031253649264676255,0.016369681509056776,0.17804127787273985,0.3651155237520658,0.4014556253626088,57.955962385140985,0.18425306328800348,0.06733264162467376,29.119310031440893,1.1019688661859441,0.08639471071928156,0.07436864261467331,0.40815506226954656,-0.06592973642635513,False,False,False,False,16.220500946044922,11.703100204467773,False,False
2018-06-04,14.261099815368652,58219100,-0.021154506833630918,0.1814762054042633,-0.03182778436739153,-0.0075166937464585986,0.1355258058111837,0.41848889663276834,0.5223471220669083,55.44172722016291,0.17707630753816603,0.06891912205849914,28.845063924912733,1.1045191992340506,0.056979462690930904,0.05001730306347632,0.37027837811358344,-0.29158593558048707,False,False,False,False,16.220500946044922,11.703100204467773,False,False
2018-06-05,15.599300384521484,101474000,0.08969052818923895,0.21577780235829666,0.1135043803189152,0.1122771465848851,0.24101465280936846,0.5461334587560759,0.8443680804096404,63.023659916178936,0.24858820626121697,0.06521268575030065,30.2194547936416,1.142164700926112,0.14203156813914372,0.14284255910696614,0.4887823418478842,0.7429675140976071,False,False,False,False,16.220500946044922,11.703100204467773,False,False
