Date,Close,Volume,Log_Return_1d,Log_Return_7d,Log_Return_14d,Log_Return_30d,Log_Return_60d,Log_Return_90d,Log_Return_120d,RSI_14,MACD_Hist,ATR_14_Pct,BB_Width,Volatility_30d,Close_to_SMA20,Close_to_SMA50,Close_to_SMA200,Volume_Change_1d,Bullish_FVG,Bearish_FVG,Swing_High,Swing_Low,Last_Swing_High_Price,Last_Swing_Low_Price,Bullish_BOS,Bearish_BOS
2018-06-30,7.009009838104248,729953,0.09818746426414184,0.00782331926974004,-0.029174990304715206,-0.17125668037652197,-0.7336127353054253,-0.22864677157360164,-0.9243265889412594,44.59241771652168,0.0941555789714289,0.1212679629943353,31.01835290242812,1.2121298444572368,-0.004628443247172217,-0.2081823005137518,-0.536527184483246,0.05827406133745461,False,False,False,False,7.923160076141357,5.839749813079834,False,False
2018-07-01,6.6600799560546875,708681,-0.051064951262138024,0.040644734781588775,-0.07400146185453399,-0.2997255374766228,-0.7776377882851464,-0.2928817088990177,-0.944279467148257,41.705559765939825,0.10647177213137915,0.12616684911217646,28.45717747264327,1.1837590275740175,-0.044511875234890176,-0.23682563504396673,-0.5588939474803037,-0.029141602267543254,False,False,False,False,7.923160076141357,5.839749813079834,False,False
2018-07-02,7.00177001953125,789823,0.05003148713081418,0.13553108625110574,-0.06673939650328657,-0.32258087415420633,-0.7457781456418964,-0.14716542088025608,-0.8811269212689593,45.43109362192943,0.13731245692815142,0.11942293606394803,28.454400543563764,1.1661729625261628,0.004315675403805977,-0.185738286869809,-0.5355743676544553,0.11449721383810196,False,False,False,False,7.923160076141357,5.839749813079834,False,False
2018-07-03,7.480340003967285,836091,0.06611526900451119,0.15392145644575445,0.07473731749217344,-0.23576931659128122,-0.6748546969494755,-0.02550242626349718,-0.8433928345986473,50.22883642300104,0.18656960845936688,0.11624238049825283,28.061774863383064,1.1957930748012011,0.07392210572883523,-0.11878032497927787,-0.5029374274132786,0.05858021354151499,False,False,False,False,7.923160076141357,5.839749813079834,False,False
2018-07-04,7.319580078125,536903,-0.02172528607783493,0.08114079905121893,-5.055157238613726e-05,-0.23435490074948706,-0.7085305140270514,0.013914089137589035,-0.73409214123624,48.680505402657204,0.20356193211708273,0.11459315541433894,24.247311017858546,1.195575743785884,0.05695198070272616,-0.1271936310067657,-0.5114812325948621,-0.35784143113608446,True,False,False,False,7.923160076141357,5.839749813079834,False,False
2018-07-05,7.115389823913574,742033,-0.028292940885290392,0.11782110922288708,-0.054406759877455246,-0.24328645917785297,-0.7283659268671412,0.009934756040871186,-0.682154370195902,46.71093654745208,0.19620494013766399,0.11310302074810535,24.074595676181016,1.1970666649804018,0.028296598118149583,-0.14361893997453357,-0.5231487037870696,0.38206156419315973,False,False,False,False,7.923160076141357,5.839749813079834,False,False
2018-07-06,7.22160005569458,751521,0.014816523647979583,0.12806756582218326,0.05228494470236137,-0.22059457238088026,-0.6700552180117736,-0.10680010610160817,-0.5221684688174509,47.8919023934348,0.19333377763508786,0.1065454169210997,24.0842822790706,1.1997363253664337,0.04360742386506733,-0.12317217574610353,-0.5141655943203896,0.012786493323073245,False,False,True,False,8.163740158081055,5.839749813079834,False,False
2018-07-07,7.41048002243042,768137,0.02581867485079165,0.055698776408833105,0.06352209567857317,-0.20905042474369487,-0.6406591182825772,-0.1542374057206407,-0.5159376811095813,50.01346807155639,0.1982598997930048,0.09962627422979853,24.639497635989223,1.2030268263929496,0.06905781697636572,-0.09106744462140452,-0.49956068988933655,0.022109827935613335,False,False,False,False,8.163740158081055,5.839749813079834,False,False
2018-07-08,7.355299949645996,776135,-0.007474082610002561,0.09928964506096874,0.1399343798425575,-0.1721445989386636,-0.6458409054646328,-0.35363719051970205,-0.44470602112661184,49.38092293573067,0.1917877574851517,0.09474519574891554,24.227442453161295,1.1954452581160528,0.06209108856669295,-0.08963451056325311,-0.5011958124207146,0.010412205114452178,True,False,False,False,8.163740158081055,5.839749813079834,False,False
2018-07-09,7.439849853515625,954782,0.01142953270746033,0.06068769063761494,0.1962187768887206,-0.17903767822682598,-0.6132131301524428,-0.2871133478825239,-0.5507021411299425,50.41574078583634,0.18699080180709166,0.09027420331009142,24.990346944588172,1.1939399249421492,0.07044964893084533,-0.07073420569213246,-0.4922618020097935,0.23017516282605466,False,False,False,False,8.163740158081055,5.839749813079834,False,False
2018-07-10,6.594120025634766,1332000,-0.1206723209286618,-0.1260998992955581,0.02782155715019645,-0.21296283413775596,-0.6380611522385188,-0.39981380995529026,-0.5766701499242546,41.316993308045994,0.123700815959159,0.10535462456805456,25.000487597741287,1.2282015547586886,-0.04625430134394627,-0.16703567948022197,-0.5474336614011164,0.39508285661020004,False,False,False,False,8.163740158081055,5.839749813079834,False,False
2018-07-11,6.260119915008545,680690,-0.051979006052915555,-0.1563536192706387,-0.07521282021941973,-0.2558420610627573,-0.7237486295905167,-0.6928963954649252,-0.5328898809794654,38.37171514771536,0.059441753518536256,0.10837393488526961,25.19447998012686,1.2381473581230018,-0.08628228491820286,-0.20090743070400974,-0.5672951233930255,-0.48897147147147146,False,True,False,False,8.163740158081055,5.839749813079834,False,False
2018-07-12,6.144929885864258,671633,-0.018572007676657242,-0.14663268606200555,-0.028811576839118346,-0.12670210974896148,-0.779366118469554,-0.6676029424623119,-0.5683625895747936,37.38199359712381,0.011772327319784781,0.10915607280266068,26.888079143661987,1.132898894594578,-0.0984317078976415,-0.20752736992193668,-0.5725538123337641,-0.013305616359870154,False,True,True,False,7.662240028381348,5.839749813079834,False,False
2018-07-13,6.847209930419922,744975,0.10821392686932452,-0.05323528284066062,0.07483228298152267,-0.10498962282592648,-0.6407388107305939,-0.6279449128076486,-0.406154674039875,46.4505284713964,0.0291420726432311,0.09989014854142023,26.848950245760633,1.1570574071038315,0.005395513974485035,-0.10815712759414527,-0.5208044847627034,0.10919951818924911,False,False,False,False,7.662240028381348,5.839749813079834,False,False
