Date,Log_Return_1d,Log_Return_7d,Log_Return_14d,Log_Return_30d,Log_Return_60d,Log_Return_90d,Log_Return_120d,RSI_14,MACD_Hist,ATR_14_Pct,BB_Width,Volatility_30d,Close_to_SMA20,Close_to_SMA50,Close_to_SMA200,Volume_Change_1d,Bullish_FVG,Bearish_FVG,Swing_High,Swing_Low,Bullish_BOS,Bearish_BOS,Target_7d,Target_14d,Target_28d,Target_42d,Target_60d,Target_90d,Target_120d,Dist_to_Swing_High,Dist_to_Swing_Low,Fear_Greed_Score,SP500_Return_7d,BTC_Volatility_30d,Sentiment_Score,News_Volume,Sentiment_EMA_7d,Sentiment_EMA_30d,FearGreed_Score,FearGreed_EMA_7d,FearGreed_EMA_30d
2020-12-28,-0.0078459716340181,0.0161949698458705,-0.3411179713033505,0.0316308605252295,0.0984814504118706,-0.0745859610573019,-0.7001015199392091,44.41625015908222,-0.0021580358062292,0.1397628618413793,46.96465301772974,1.4896606912210004,-0.1019505613850999,-0.0776270923591866,-0.0453102780944558,-0.5553257497414685,False,False,False,False,False,False,-0.0991337203013282,-0.1094374944458316,-0.0253750113174715,0.2027672096200477,0.8036672921225702,17.40199262155513,7.618908038806115,-0.2890249713919607,0.1566386666703376,92.0,0.0091952634678717,0.6687687687996995,0.061891682,34.0,0.11838226329794779,0.14055605872529808,0.84,0.832525830948468,0.813617386180543
2020-12-29,-0.1054343701862969,-0.1315030979996403,-0.2784962344259293,-0.0556504936652147,-0.0868754014641567,-0.2510040733477771,-0.7618520609551088,39.22103049040639,-0.0024208665837985,0.1571632276475216,49.64958820490671,1.5342670094867994,-0.180055708324095,-0.170749211194583,-0.1426499333469472,3.259468438538206,False,False,False,False,False,False,0.0467575277518874,-0.0870082663065682,-0.0106049409066867,0.4595141895812581,1.4030921513884271,16.648483080367416,8.627061973523944,-0.3601697303606475,0.0408979221392239,91.0,0.0012242558316097,0.6675978418225174,0.20503086,18.0,0.14004441210263413,0.14471572322796875,0.82,0.829394373211351,0.8140291677172822
2020-12-30,-0.0101766797260981,-0.1058470810739771,-0.2470815700560027,-0.1618055707225788,-0.1147124556709158,-0.2511097623373811,-0.7891825124542101,38.77626336656192,-0.0024913675638254,0.1557631945786577,50.83783368982204,1.4932018503242843,-0.173964603472238,-0.1781656594424416,-0.1532944408931077,-0.9459870524920052,False,True,False,False,False,False,-0.0436000761368977,-0.1019565521254223,-0.0257024152516503,0.4873766251778366,1.0791820845690234,14.89065527936066,9.679140982202105,-0.3666480582493182,0.0303587551785002,91.0,0.0060822008788375,0.6438772159124995,0.08251868,25.0,0.1256629795479286,0.14070301088318446,0.82,0.8270457799085132,0.8144143827032639
2020-12-31,0.0215610432474618,0.0102717252875721,-0.2150456171151728,-0.2385438747092494,0.0138731776592115,-0.2931396780544201,-0.6983570513996686,40.32902147512708,-0.002221156174687,0.1452756897693945,51.1077773699538,1.4494813326640008,-0.1423413321071994,-0.1600631749653623,-0.1368231398233621,10.11696750902527,False,False,True,False,False,False,0.0321567603893497,-0.0579845920943108,0.0341493789485987,0.5030743277969938,1.213227152718737,16.720268478239202,9.26649565937746,-0.1617952738622948,0.0528155912982503,95.0,0.0164143340774507,0.6125893163768301,0.25243157,21.0,0.15735512753184946,0.1479113051154701,0.9,0.8452843349313849,0.8199360354320857
2021-01-01,-0.0300122374146948,-0.1353813071708127,-0.2409937089268411,-0.3816923473097713,-0.0817215367614299,-0.4042780300707398,-0.754400850286448,38.85789744044587,-0.0020888128606765,0.145452314223588,52.04446578379172,1.3834676330475215,-0.1543853891571703,-0.183219256176313,-0.1640907647296693,-0.4661297655387413,False,False,False,False,False,False,-0.0606214737337789,-0.0327453576109655,0.145159053146707,0.6617125801268515,1.3361166589835034,14.260104914524566,9.731554141827516,-0.1865779215646165,0.0216876853332229,94.0,0.0164143340774507,0.6121604894607454,0.21639848,15.0,0.17211596503746743,0.15232983236958955,0.88,0.8539632511985387,0.8238111299203382
2021-01-02,-0.0376192319020703,-0.1576139181331497,-0.1968719712397503,-0.4165575705325248,0.0592232733859663,-0.5036403612252577,-0.6164563806580549,37.09213220585254,-0.0020871792139174,0.1463146966458186,49.87982610242362,1.3856489533996277,-0.1671915745918635,-0.2112725584615104,-0.1961896027091626,0.0607055961070559,False,False,False,True,False,False,0.0638692610644123,0.0503056010289725,0.0109545423669785,0.6427541293316934,1.5251274226413598,15.343336980788012,9.2888478506114,-0.2166098054717825,0.0283882681303501,94.0,0.0164143340774507,0.666195622131773,0.18182346,14.0,0.1745428393400627,0.154232647200445,0.88,0.860472438398904,0.8274362183125745
2021-01-03,0.0288593220379744,-0.1406681255777421,-0.1851500232957751,-0.4229605172693048,0.0914490987753342,-0.5358111826199156,-0.4519438615016914,39.35870809708879,-0.0017377747807005,0.1411444982085848,38.50477835471388,1.3829679486587376,-0.1199375856515554,-0.1858176475539989,-0.1727923220169921,0.2059869251060901,False,False,False,False,False,False,-0.018267598580817,-0.0430944888104607,0.0252016900975376,0.7178788796746913,1.3920221422943129,14.34580108768392,8.895168036009007,-0.193672307197647,0.0584992578901682,93.0,0.0164143340774507,0.6350212176935411,0.32453343,28.0,0.21204048768556993,0.1652197946534545,0.86,0.860354328799178,0.8295371074536988
2021-01-04,0.0284237083465733,-0.1043984455971505,-0.0882034757512799,-0.5607177034750432,0.1550378498495287,-0.4744458458241576,-0.4345942582501023,41.65326867805778,-0.001182261318241,0.1317233454288102,35.39094150402549,1.2322076309577403,-0.0812637533200022,-0.1603736644086014,-0.150102790524892,-0.5087018544935806,False,False,False,False,False,False,-0.0114376288431506,-0.045999737134971,0.0296151027387971,0.9232444116180638,1.7895594010677485,13.324874317658113,7.653592750639669,-0.1704246569514161,0.089017396796948,94.0,0.0036248160571954,0.6526588897129365,0.22469974,60.0,0.21520529967454732,0.169057210201069,0.88,0.8652657465993834,0.832792777940557
2021-01-05,0.0446613928491719,0.0456973174383184,-0.0858057805613217,-0.4139769312700868,0.1589403980631867,-0.3528434978167637,-0.3172135639639677,45.28697418803965,-0.0004065006337277,0.1233316617307986,32.509773184033904,1.2133818751441514,-0.0294785377866984,-0.1209006256632327,-0.112357315521877,3.5913666279519942,False,False,False,False,False,False,-0.1277906205706906,-0.1344011162516434,0.0898972354177637,1.726925274163326,1.6757100027303795,11.782670501994232,7.334971674622705,-0.1325348589128515,0.1387568804627533,93.0,0.0099369141687388,0.6699273973229076,0.04556472,50.0,0.1727951543920313,0.16108995267483767,0.86,0.8639493099495376,0.8345480825895533
2021-01-06,-0.1004531201701848,-0.0445791230057681,-0.1504262040797453,-0.4835962159359426,0.0690653390098038,-0.4891497950737003,-0.4178336049127252,39.4915561800692,-0.0005016956896678,0.1412037289394948,30.969206218427104,1.2494472442988778,-0.1095442298591418,-0.2018196506709526,-0.1975520586950213,-0.1769045912559551,False,False,False,False,False,False,-0.0610168137119986,-0.0479700463175417,0.2863399050809118,2.106026718614664,2.217679458195633,13.012620631502887,8.173500601363703,-0.2154406617175879,0.0299230508337456,95.0,0.012100167571726,0.6955102997419798,0.23007506,36.0,0.1871151311243381,0.1655406048455745,0.9,0.8729619824621532,0.8387707869386144
